order_id,order_date,receipt_date,sku,qty_ordered,qty_received,short_qty
SEL-03-PO023,2024-11-12,2024-11-23,SEL-03,60,57,3
CRT-44-PO025,2024-11-14,2024-11-21,CRT-44,64,64,0
CRT-44-PO026,2024-11-23,2024-11-29,CRT-44,60,60,0
SEL-03-PO024,2024-11-26,2024-12-12,SEL-03,56,56,0
CRT-44-PO027,2024-12-03,2024-12-14,CRT-44,62,62,0
SEL-03-PO025,2024-12-15,2024-12-23,SEL-03,59,59,0
CRT-44-PO028,2024-12-17,2024-12-29,CRT-44,68,68,0
SEL-03-PO026,2024-12-26,2025-01-04,SEL-03,63,63,0
CRT-44-PO029,2025-01-01,2025-01-06,CRT-44,63,63,0
SEL-03-PO027,2025-01-09,2025-01-22,SEL-03,62,59,3
CRT-44-PO030,2025-01-12,2025-01-19,CRT-44,62,62,0
CRT-44-PO031,2025-01-21,2025-02-01,CRT-44,68,54,14
SEL-03-PO028,2025-01-25,2025-02-05,SEL-03,62,62,0
CRT-44-PO032,2025-02-02,2025-02-12,CRT-44,66,66,0
SEL-03-PO029,2025-02-08,2025-02-18,SEL-03,63,50,13
CRT-44-PO033,2025-02-15,2025-02-25,CRT-44,71,71,0
SEL-03-PO030,2025-02-20,2025-03-01,SEL-03,67,67,0
CRT-44-PO034,2025-03-01,2025-03-12,CRT-44,63,57,6
SEL-03-PO031,2025-03-06,2025-03-22,SEL-03,61,61,0
CRT-44-PO035,2025-03-14,2025-03-20,CRT-44,62,62,0
CRT-44-PO036,2025-03-23,2025-04-01,CRT-44,69,55,14
SEL-03-PO032,2025-03-25,2025-04-06,SEL-03,55,55,0
CRT-44-PO037,2025-04-04,2025-04-17,CRT-44,66,66,0
SEL-03-PO033,2025-04-08,2025-04-13,SEL-03,60,60,0
SEL-03-PO034,2025-04-18,2025-04-28,SEL-03,62,62,0
CRT-44-PO038,2025-04-20,2025-05-03,CRT-44,67,67,0
SEL-03-PO035,2025-05-01,2025-05-13,SEL-03,67,67,0
CRT-44-PO039,2025-05-05,2025-05-20,CRT-44,73,73,0
SEL-03-PO036,2025-05-16,2025-05-26,SEL-03,67,67,0
CRT-44-PO040,2025-05-24,2025-05-30,CRT-44,67,67,0
SEL-03-PO037,2025-05-30,2025-06-10,SEL-03,60,60,0
CRT-44-PO041,2025-06-02,2025-06-19,CRT-44,66,66,0
SEL-03-PO038,2025-06-13,2025-06-22,SEL-03,66,66,0
CRT-44-PO042,2025-06-22,2025-06-28,CRT-44,72,72,0
SEL-03-PO039,2025-06-27,2025-07-06,SEL-03,58,55,3
CRT-44-PO043,2025-07-04,2025-07-11,CRT-44,62,62,0
SEL-03-PO040,2025-07-08,2025-07-16,SEL-03,67,67,0
CRT-44-PO044,2025-07-13,2025-07-24,CRT-44,66,66,0
SEL-03-PO041,2025-07-20,2025-08-01,SEL-03,65,65,0
CRT-44-PO045,2025-07-28,2025-08-05,CRT-44,71,71,0
SEL-03-PO042,2025-08-07,2025-08-24,SEL-03,61,61,0
CRT-44-PO046,2025-08-09,2025-08-24,CRT-44,70,70,0
CRT-44-PO047,2025-08-27,2025-09-07,CRT-44,63,63,0
SEL-03-PO043,2025-08-27,2025-09-11,SEL-03,57,57,0
CRT-44-PO048,2025-09-09,2025-09-20,CRT-44,72,72,0
SEL-03-PO044,2025-09-13,2025-09-26,SEL-03,63,63,0
CRT-44-PO049,2025-09-24,2025-10-08,CRT-44,66,66,0
SEL-03-PO045,2025-09-30,2025-10-09,SEL-03,63,63,0
CRT-44-PO050,2025-10-11,2025-10-22,CRT-44,67,67,0
SEL-03-PO046,2025-10-12,2025-10-20,SEL-03,58,58,0
SEL-03-PO047,2025-10-23,2025-11-07,SEL-03,55,55,0
CRT-44-PO051,2025-10-26,2025-11-04,CRT-44,65,65,0
CRT-44-PO052,2025-11-08,2025-11-17,CRT-44,68,68,0
SEL-03-PO048,2025-11-08,2025-11-19,SEL-03,66,66,0
CRT-44-PO053,2025-11-20,2025-11-28,CRT-44,64,64,0
SEL-03-PO049,2025-11-25,2025-12-12,SEL-03,55,55,0
CRT-44-PO054,2025-11-30,2025-12-06,CRT-44,73,73,0
