day,date,sku,item_name,criticality,opening_stock,receipts_qty,closing_stock,po_ids_received,order_placed_qty
96,2024-04-05,CRT-44,Cartucho de Purga Criogênica,must-have,0,0,0,,0
96,2024-04-05,SEL-03,Selante para Compartimento Úmido,need-to-have,7,0,0,,0
97,2024-04-06,CRT-44,Cartucho de Purga Criogênica,must-have,0,67,59,CRT-44-PO008,0
97,2024-04-06,SEL-03,Selante para Compartimento Úmido,need-to-have,0,0,0,,0
98,2024-04-07,CRT-44,Cartucho de Purga Criogênica,must-have,59,0,49,,0
98,2024-04-07,SEL-03,Selante para Compartimento Úmido,need-to-have,0,0,0,,0
99,2024-04-08,CRT-44,Cartucho de Purga Criogênica,must-have,49,0,45,,0
99,2024-04-08,SEL-03,Selante para Compartimento Úmido,need-to-have,0,0,0,,0
100,2024-04-09,CRT-44,Cartucho de Purga Criogênica,must-have,45,0,39,,71
100,2024-04-09,SEL-03,Selante para Compartimento Úmido,need-to-have,0,0,0,,0
101,2024-04-10,CRT-44,Cartucho de Purga Criogênica,must-have,39,0,31,,0
101,2024-04-10,SEL-03,Selante para Compartimento Úmido,need-to-have,0,0,0,,0
102,2024-04-11,CRT-44,Cartucho de Purga Criogênica,must-have,31,0,26,,0
102,2024-04-11,SEL-03,Selante para Compartimento Úmido,need-to-have,0,0,0,,0
103,2024-04-12,CRT-44,Cartucho de Purga Criogênica,must-have,26,0,20,,0
103,2024-04-12,SEL-03,Selante para Compartimento Úmido,need-to-have,0,0,0,,0
104,2024-04-13,CRT-44,Cartucho de Purga Criogênica,must-have,20,0,12,,0
104,2024-04-13,SEL-03,Selante para Compartimento Úmido,need-to-have,0,67,60,SEL-03-PO007,0
105,2024-04-14,CRT-44,Cartucho de Purga Criogênica,must-have,12,0,5,,0
105,2024-04-14,SEL-03,Selante para Compartimento Úmido,need-to-have,60,0,57,,0
106,2024-04-15,CRT-44,Cartucho de Purga Criogênica,must-have,5,0,3,,0
106,2024-04-15,SEL-03,Selante para Compartimento Úmido,need-to-have,57,0,53,,0
107,2024-04-16,CRT-44,Cartucho de Purga Criogênica,must-have,3,0,0,,0
107,2024-04-16,SEL-03,Selante para Compartimento Úmido,need-to-have,53,0,48,,0
108,2024-04-17,CRT-44,Cartucho de Purga Criogênica,must-have,0,0,0,,0
108,2024-04-17,SEL-03,Selante para Compartimento Úmido,need-to-have,48,0,40,,0
109,2024-04-18,CRT-44,Cartucho de Purga Criogênica,must-have,0,0,0,,0
109,2024-04-18,SEL-03,Selante para Compartimento Úmido,need-to-have,40,0,30,,62
110,2024-04-19,CRT-44,Cartucho de Purga Criogênica,must-have,0,0,0,,0
110,2024-04-19,SEL-03,Selante para Compartimento Úmido,need-to-have,30,0,25,,0
111,2024-04-20,CRT-44,Cartucho de Purga Criogênica,must-have,0,71,66,CRT-44-PO009,0
111,2024-04-20,SEL-03,Selante para Compartimento Úmido,need-to-have,25,0,22,,0
112,2024-04-21,CRT-44,Cartucho de Purga Criogênica,must-have,66,0,57,,0
112,2024-04-21,SEL-03,Selante para Compartimento Úmido,need-to-have,22,0,17,,0
113,2024-04-22,CRT-44,Cartucho de Purga Criogênica,must-have,57,0,44,,0
113,2024-04-22,SEL-03,Selante para Compartimento Úmido,need-to-have,17,0,13,,0
114,2024-04-23,CRT-44,Cartucho de Purga Criogênica,must-have,44,0,36,,69
114,2024-04-23,SEL-03,Selante para Compartimento Úmido,need-to-have,13,0,8,,0
115,2024-04-24,CRT-44,Cartucho de Purga Criogênica,must-have,36,0,29,,0
115,2024-04-24,SEL-03,Selante para Compartimento Úmido,need-to-have,8,0,4,,0
116,2024-04-25,CRT-44,Cartucho de Purga Criogênica,must-have,29,0,18,,0
116,2024-04-25,SEL-03,Selante para Compartimento Úmido,need-to-have,4,0,0,,0
117,2024-04-26,CRT-44,Cartucho de Purga Criogênica,must-have,18,0,7,,0
117,2024-04-26,SEL-03,Selante para Compartimento Úmido,need-to-have,0,62,55,SEL-03-PO008,0
118,2024-04-27,CRT-44,Cartucho de Purga Criogênica,must-have,7,0,1,,0
118,2024-04-27,SEL-03,Selante para Compartimento Úmido,need-to-have,55,0,50,,0
119,2024-04-28,CRT-44,Cartucho de Purga Criogênica,must-have,1,0,0,,0
119,2024-04-28,SEL-03,Selante para Compartimento Úmido,need-to-have,50,0,45,,0
120,2024-04-29,CRT-44,Cartucho de Purga Criogênica,must-have,0,0,0,,0
120,2024-04-29,SEL-03,Selante para Compartimento Úmido,need-to-have,45,0,40,,0
121,2024-04-30,CRT-44,Cartucho de Purga Criogênica,must-have,0,0,0,,0
121,2024-04-30,SEL-03,Selante para Compartimento Úmido,need-to-have,40,0,33,,68
122,2024-05-01,CRT-44,Cartucho de Purga Criogênica,must-have,0,0,0,,0
122,2024-05-01,SEL-03,Selante para Compartimento Úmido,need-to-have,33,0,26,,0
123,2024-05-02,CRT-44,Cartucho de Purga Criogênica,must-have,0,0,0,,0
123,2024-05-02,SEL-03,Selante para Compartimento Úmido,need-to-have,26,0,22,,0
124,2024-05-03,CRT-44,Cartucho de Purga Criogênica,must-have,0,0,0,,0
124,2024-05-03,SEL-03,Selante para Compartimento Úmido,need-to-have,22,0,15,,0
125,2024-05-04,CRT-44,Cartucho de Purga Criogênica,must-have,0,0,0,,0
125,2024-05-04,SEL-03,Selante para Compartimento Úmido,need-to-have,15,0,8,,0
126,2024-05-05,CRT-44,Cartucho de Purga Criogênica,must-have,0,0,0,,0
126,2024-05-05,SEL-03,Selante para Compartimento Úmido,need-to-have,8,0,4,,0
127,2024-05-06,CRT-44,Cartucho de Purga Criogênica,must-have,0,69,62,CRT-44-PO010,0
127,2024-05-06,SEL-03,Selante para Compartimento Úmido,need-to-have,4,0,0,,0
128,2024-05-07,CRT-44,Cartucho de Purga Criogênica,must-have,62,0,57,,0
128,2024-05-07,SEL-03,Selante para Compartimento Úmido,need-to-have,0,0,0,,0
129,2024-05-08,CRT-44,Cartucho de Purga Criogênica,must-have,57,0,46,,0
129,2024-05-08,SEL-03,Selante para Compartimento Úmido,need-to-have,0,0,0,,0
130,2024-05-09,CRT-44,Cartucho de Purga Criogênica,must-have,46,0,40,,73
130,2024-05-09,SEL-03,Selante para Compartimento Úmido,need-to-have,0,68,61,SEL-03-PO009,0
131,2024-05-10,CRT-44,Cartucho de Purga Criogênica,must-have,40,0,34,,0
131,2024-05-10,SEL-03,Selante para Compartimento Úmido,need-to-have,61,0,54,,0
132,2024-05-11,CRT-44,Cartucho de Purga Criogênica,must-have,34,0,27,,0
132,2024-05-11,SEL-03,Selante para Compartimento Úmido,need-to-have,54,0,48,,0
133,2024-05-12,CRT-44,Cartucho de Purga Criogênica,must-have,27,0,20,,0
133,2024-05-12,SEL-03,Selante para Compartimento Úmido,need-to-have,48,0,40,,0
134,2024-05-13,CRT-44,Cartucho de Purga Criogênica,must-have,20,0,10,,0
134,2024-05-13,SEL-03,Selante para Compartimento Úmido,need-to-have,40,0,34,,65
135,2024-05-14,CRT-44,Cartucho de Purga Criogênica,must-have,10,0,1,,0
135,2024-05-14,SEL-03,Selante para Compartimento Úmido,need-to-have,34,0,29,,0
136,2024-05-15,CRT-44,Cartucho de Purga Criogênica,must-have,1,73,65,CRT-44-PO011,0
136,2024-05-15,SEL-03,Selante para Compartimento Úmido,need-to-have,29,0,26,,0
137,2024-05-16,CRT-44,Cartucho de Purga Criogênica,must-have,65,0,60,,0
137,2024-05-16,SEL-03,Selante para Compartimento Úmido,need-to-have,26,0,19,,0
138,2024-05-17,CRT-44,Cartucho de Purga Criogênica,must-have,60,0,51,,0
138,2024-05-17,SEL-03,Selante para Compartimento Úmido,need-to-have,19,0,14,,0
139,2024-05-18,CRT-44,Cartucho de Purga Criogênica,must-have,51,0,42,,0
139,2024-05-18,SEL-03,Selante para Compartimento Úmido,need-to-have,14,0,9,,0
140,2024-05-19,CRT-44,Cartucho de Purga Criogênica,must-have,42,0,39,,67
140,2024-05-19,SEL-03,Selante para Compartimento Úmido,need-to-have,9,0,5,,0
141,2024-05-20,CRT-44,Cartucho de Purga Criogênica,must-have,39,0,35,,0
141,2024-05-20,SEL-03,Selante para Compartimento Úmido,need-to-have,5,0,0,,0
142,2024-05-21,CRT-44,Cartucho de Purga Criogênica,must-have,35,0,29,,0
142,2024-05-21,SEL-03,Selante para Compartimento Úmido,need-to-have,0,0,0,,0
143,2024-05-22,CRT-44,Cartucho de Purga Criogênica,must-have,29,0,23,,0
143,2024-05-22,SEL-03,Selante para Compartimento Úmido,need-to-have,0,65,61,SEL-03-PO010,0
144,2024-05-23,CRT-44,Cartucho de Purga Criogênica,must-have,23,0,16,,0
144,2024-05-23,SEL-03,Selante para Compartimento Úmido,need-to-have,61,0,55,,0
145,2024-05-24,CRT-44,Cartucho de Purga Criogênica,must-have,16,0,10,,0
145,2024-05-24,SEL-03,Selante para Compartimento Úmido,need-to-have,55,0,49,,0
146,2024-05-25,CRT-44,Cartucho de Purga Criogênica,must-have,10,0,1,,0
146,2024-05-25,SEL-03,Selante para Compartimento Úmido,need-to-have,49,0,42,,0
147,2024-05-26,CRT-44,Cartucho de Purga Criogênica,must-have,1,0,0,,0
147,2024-05-26,SEL-03,Selante para Compartimento Úmido,need-to-have,42,0,36,,56
148,2024-05-27,CRT-44,Cartucho de Purga Criogênica,must-have,0,0,0,,0
148,2024-05-27,SEL-03,Selante para Compartimento Úmido,need-to-have,36,0,26,,0
149,2024-05-28,CRT-44,Cartucho de Purga Criogênica,must-have,0,67,57,CRT-44-PO012,0
149,2024-05-28,SEL-03,Selante para Compartimento Úmido,need-to-have,26,0,22,,0
150,2024-05-29,CRT-44,Cartucho de Purga Criogênica,must-have,57,0,51,,0
150,2024-05-29,SEL-03,Selante para Compartimento Úmido,need-to-have,22,0,19,,0
151,2024-05-30,CRT-44,Cartucho de Purga Criogênica,must-have,51,0,46,,0
151,2024-05-30,SEL-03,Selante para Compartimento Úmido,need-to-have,19,0,12,,0
152,2024-05-31,CRT-44,Cartucho de Purga Criogênica,must-have,46,0,32,,69
152,2024-05-31,SEL-03,Selante para Compartimento Úmido,need-to-have,12,0,7,,0
153,2024-06-01,CRT-44,Cartucho de Purga Criogênica,must-have,32,0,30,,0
153,2024-06-01,SEL-03,Selante para Compartimento Úmido,need-to-have,7,0,0,,0
154,2024-06-02,CRT-44,Cartucho de Purga Criogênica,must-have,30,0,23,,0
154,2024-06-02,SEL-03,Selante para Compartimento Úmido,need-to-have,0,0,0,,0
155,2024-06-03,CRT-44,Cartucho de Purga Criogênica,must-have,23,0,13,,0
155,2024-06-03,SEL-03,Selante para Compartimento Úmido,need-to-have,0,0,0,,0
156,2024-06-04,CRT-44,Cartucho de Purga Criogênica,must-have,13,69,77,CRT-44-PO013,0
156,2024-06-04,SEL-03,Selante para Compartimento Úmido,need-to-have,0,0,0,,0
157,2024-06-05,CRT-44,Cartucho de Purga Criogênica,must-have,77,0,68,,0
157,2024-06-05,SEL-03,Selante para Compartimento Úmido,need-to-have,0,56,53,SEL-03-PO011,0
