order_id,order_date,receipt_date,sku,qty_ordered,qty_received,short_qty
ETH-01-PO032,2025-01-14,2025-01-26,ETH-01,87,87,0
LUM-02-PO027,2025-01-20,2025-01-30,LUM-02,45,40,5
ETH-01-PO033,2025-01-31,2025-02-15,ETH-01,85,85,0
LUM-02-PO028,2025-02-01,2025-02-15,LUM-02,38,32,6
LUM-02-PO029,2025-02-15,2025-02-21,LUM-02,41,41,0
ETH-01-PO034,2025-02-19,2025-03-01,ETH-01,83,83,0
LUM-02-PO030,2025-02-24,2025-03-03,LUM-02,45,40,5
ETH-01-PO035,2025-03-05,2025-03-12,ETH-01,72,72,0
LUM-02-PO031,2025-03-07,2025-03-14,LUM-02,45,45,0
ETH-01-PO036,2025-03-14,2025-03-22,ETH-01,83,83,0
LUM-02-PO032,2025-03-21,2025-04-04,LUM-02,41,41,0
ETH-01-PO037,2025-03-27,2025-04-02,ETH-01,75,60,15
ETH-01-PO038,2025-04-03,2025-04-11,ETH-01,75,75,0
LUM-02-PO033,2025-04-08,2025-04-18,LUM-02,40,34,6
ETH-01-PO039,2025-04-14,2025-04-25,ETH-01,84,84,0
LUM-02-PO034,2025-04-20,2025-05-04,LUM-02,43,43,0
ETH-01-PO040,2025-04-29,2025-05-05,ETH-01,83,83,0
ETH-01-PO041,2025-05-09,2025-05-20,ETH-01,81,81,0
LUM-02-PO035,2025-05-09,2025-05-15,LUM-02,41,41,0
LUM-02-PO036,2025-05-20,2025-05-28,LUM-02,41,33,8
ETH-01-PO042,2025-05-24,2025-06-01,ETH-01,82,70,12
LUM-02-PO037,2025-05-29,2025-06-10,LUM-02,44,44,0
ETH-01-PO043,2025-06-04,2025-06-18,ETH-01,83,83,0
LUM-02-PO038,2025-06-15,2025-06-22,LUM-02,40,40,0
ETH-01-PO044,2025-06-22,2025-07-01,ETH-01,77,77,0
LUM-02-PO039,2025-06-26,2025-07-12,LUM-02,40,40,0
ETH-01-PO045,2025-07-05,2025-07-13,ETH-01,75,75,0
LUM-02-PO040,2025-07-15,2025-07-28,LUM-02,45,45,0
ETH-01-PO046,2025-07-16,2025-07-30,ETH-01,77,77,0
LUM-02-PO041,2025-08-02,2025-08-16,LUM-02,43,43,0
ETH-01-PO047,2025-08-03,2025-08-10,ETH-01,83,83,0
ETH-01-PO048,2025-08-14,2025-08-24,ETH-01,71,71,0
LUM-02-PO042,2025-08-19,2025-08-29,LUM-02,40,40,0
ETH-01-PO049,2025-08-27,2025-09-06,ETH-01,73,73,0
LUM-02-PO043,2025-09-01,2025-09-18,LUM-02,42,42,0
ETH-01-PO050,2025-09-10,2025-09-19,ETH-01,80,80,0
LUM-02-PO044,2025-09-21,2025-10-03,LUM-02,46,46,0
ETH-01-PO051,2025-09-22,2025-10-09,ETH-01,82,82,0
LUM-02-PO045,2025-10-07,2025-10-22,LUM-02,43,43,0
ETH-01-PO052,2025-10-13,2025-10-24,ETH-01,71,71,0
LUM-02-PO046,2025-10-26,2025-11-07,LUM-02,45,40,5
ETH-01-PO053,2025-10-27,2025-11-03,ETH-01,75,75,0
ETH-01-PO054,2025-11-07,2025-11-11,ETH-01,78,62,16
LUM-02-PO047,2025-11-10,2025-11-20,LUM-02,38,38,0
ETH-01-PO055,2025-11-14,2025-11-19,ETH-01,72,72,0
LUM-02-PO048,2025-11-22,2025-12-08,LUM-02,45,45,0
ETH-01-PO056,2025-11-23,2025-12-02,ETH-01,73,73,0
