day,date,sku,item_name,criticality,opening_stock,receipts_qty,closing_stock,po_ids_received,order_placed_qty
25,2024-01-25,FLT-21,Filtro de Névoa do Turboeixo,must-have,63,0,57,,0
25,2024-01-25,JNT-05,Junta de Vedação do Casco,need-to-have,0,0,0,,0
26,2024-01-26,FLT-21,Filtro de Névoa do Turboeixo,must-have,57,0,48,,0
26,2024-01-26,JNT-05,Junta de Vedação do Casco,need-to-have,0,0,0,,0
27,2024-01-27,FLT-21,Filtro de Névoa do Turboeixo,must-have,48,0,38,,0
27,2024-01-27,JNT-05,Junta de Vedação do Casco,need-to-have,0,0,0,,0
28,2024-01-28,FLT-21,Filtro de Névoa do Turboeixo,must-have,38,0,27,,60
28,2024-01-28,JNT-05,Junta de Vedação do Casco,need-to-have,0,60,54,JNT-05-PO002,0
29,2024-01-29,FLT-21,Filtro de Névoa do Turboeixo,must-have,27,0,20,,0
29,2024-01-29,JNT-05,Junta de Vedação do Casco,need-to-have,54,0,48,,0
30,2024-01-30,FLT-21,Filtro de Névoa do Turboeixo,must-have,20,0,16,,0
30,2024-01-30,JNT-05,Junta de Vedação do Casco,need-to-have,48,0,41,,61
31,2024-01-31,FLT-21,Filtro de Névoa do Turboeixo,must-have,16,0,8,,0
31,2024-01-31,JNT-05,Junta de Vedação do Casco,need-to-have,41,0,36,,0
32,2024-02-01,FLT-21,Filtro de Névoa do Turboeixo,must-have,8,0,0,,0
32,2024-02-01,JNT-05,Junta de Vedação do Casco,need-to-have,36,0,35,,0
33,2024-02-02,FLT-21,Filtro de Névoa do Turboeixo,must-have,0,0,0,,0
33,2024-02-02,JNT-05,Junta de Vedação do Casco,need-to-have,35,0,29,,0
34,2024-02-03,FLT-21,Filtro de Névoa do Turboeixo,must-have,0,0,0,,0
34,2024-02-03,JNT-05,Junta de Vedação do Casco,need-to-have,29,0,25,,0
35,2024-02-04,FLT-21,Filtro de Névoa do Turboeixo,must-have,0,0,0,,0
35,2024-02-04,JNT-05,Junta de Vedação do Casco,need-to-have,25,0,20,,0
36,2024-02-05,FLT-21,Filtro de Névoa do Turboeixo,must-have,0,0,0,,0
36,2024-02-05,JNT-05,Junta de Vedação do Casco,need-to-have,20,0,16,,0
37,2024-02-06,FLT-21,Filtro de Névoa do Turboeixo,must-have,0,60,53,FLT-21-PO003,0
37,2024-02-06,JNT-05,Junta de Vedação do Casco,need-to-have,16,0,11,,0
38,2024-02-07,FLT-21,Filtro de Névoa do Turboeixo,must-have,53,0,49,,0
38,2024-02-07,JNT-05,Junta de Vedação do Casco,need-to-have,11,0,5,,0
39,2024-02-08,FLT-21,Filtro de Névoa do Turboeixo,must-have,49,0,40,,0
39,2024-02-08,JNT-05,Junta de Vedação do Casco,need-to-have,5,0,0,,0
40,2024-02-09,FLT-21,Filtro de Névoa do Turboeixo,must-have,40,0,33,,0
40,2024-02-09,JNT-05,Junta de Vedação do Casco,need-to-have,0,61,57,JNT-05-PO003,0
41,2024-02-10,FLT-21,Filtro de Névoa do Turboeixo,must-have,33,0,29,,69
41,2024-02-10,JNT-05,Junta de Vedação do Casco,need-to-have,57,0,57,,0
42,2024-02-11,FLT-21,Filtro de Névoa do Turboeixo,must-have,29,0,25,,0
42,2024-02-11,JNT-05,Junta de Vedação do Casco,need-to-have,57,0,53,,0
43,2024-02-12,FLT-21,Filtro de Névoa do Turboeixo,must-have,25,0,19,,0
43,2024-02-12,JNT-05,Junta de Vedação do Casco,need-to-have,53,0,47,,0
44,2024-02-13,FLT-21,Filtro de Névoa do Turboeixo,must-have,19,0,13,,0
44,2024-02-13,JNT-05,Junta de Vedação do Casco,need-to-have,47,0,43,,0
45,2024-02-14,FLT-21,Filtro de Névoa do Turboeixo,must-have,13,0,7,,0
45,2024-02-14,JNT-05,Junta de Vedação do Casco,need-to-have,43,0,37,,57
46,2024-02-15,FLT-21,Filtro de Névoa do Turboeixo,must-have,7,0,0,,0
46,2024-02-15,JNT-05,Junta de Vedação do Casco,need-to-have,37,0,34,,0
47,2024-02-16,FLT-21,Filtro de Névoa do Turboeixo,must-have,0,0,0,,0
47,2024-02-16,JNT-05,Junta de Vedação do Casco,need-to-have,34,0,25,,0
48,2024-02-17,FLT-21,Filtro de Névoa do Turboeixo,must-have,0,0,0,,0
48,2024-02-17,JNT-05,Junta de Vedação do Casco,need-to-have,25,0,20,,0
49,2024-02-18,FLT-21,Filtro de Névoa do Turboeixo,must-have,0,0,0,,0
49,2024-02-18,JNT-05,Junta de Vedação do Casco,need-to-have,20,0,15,,0
50,2024-02-19,FLT-21,Filtro de Névoa do Turboeixo,must-have,0,69,62,FLT-21-PO004,0
50,2024-02-19,JNT-05,Junta de Vedação do Casco,need-to-have,15,0,12,,0
51,2024-02-20,FLT-21,Filtro de Névoa do Turboeixo,must-have,62,0,55,,0
51,2024-02-20,JNT-05,Junta de Vedação do Casco,need-to-have,12,0,10,,0
52,2024-02-21,FLT-21,Filtro de Névoa do Turboeixo,must-have,55,0,49,,0
52,2024-02-21,JNT-05,Junta de Vedação do Casco,need-to-have,10,0,8,,0
53,2024-02-22,FLT-21,Filtro de Névoa do Turboeixo,must-have,49,0,45,,0
53,2024-02-22,JNT-05,Junta de Vedação do Casco,need-to-have,8,0,4,,0
54,2024-02-23,FLT-21,Filtro de Névoa do Turboeixo,must-have,45,0,40,,0
54,2024-02-23,JNT-05,Junta de Vedação do Casco,need-to-have,4,0,0,,0
55,2024-02-24,FLT-21,Filtro de Névoa do Turboeixo,must-have,40,0,30,,66
55,2024-02-24,JNT-05,Junta de Vedação do Casco,need-to-have,0,0,0,,0
56,2024-02-25,FLT-21,Filtro de Névoa do Turboeixo,must-have,30,0,20,,0
56,2024-02-25,JNT-05,Junta de Vedação do Casco,need-to-have,0,57,49,JNT-05-PO004,0
57,2024-02-26,FLT-21,Filtro de Névoa do Turboeixo,must-have,20,0,17,,0
57,2024-02-26,JNT-05,Junta de Vedação do Casco,need-to-have,49,0,45,,0
58,2024-02-27,FLT-21,Filtro de Névoa do Turboeixo,must-have,17,0,9,,0
58,2024-02-27,JNT-05,Junta de Vedação do Casco,need-to-have,45,0,42,,0
59,2024-02-28,FLT-21,Filtro de Névoa do Turboeixo,must-have,9,0,1,,0
59,2024-02-28,JNT-05,Junta de Vedação do Casco,need-to-have,42,0,36,,60
60,2024-02-29,FLT-21,Filtro de Névoa do Turboeixo,must-have,1,59,52,FLT-21-PO005,0
60,2024-02-29,JNT-05,Junta de Vedação do Casco,need-to-have,36,0,33,,0
61,2024-03-01,FLT-21,Filtro de Névoa do Turboeixo,must-have,52,0,47,,0
61,2024-03-01,JNT-05,Junta de Vedação do Casco,need-to-have,33,0,29,,0
62,2024-03-02,FLT-21,Filtro de Névoa do Turboeixo,must-have,47,0,41,,0
62,2024-03-02,JNT-05,Junta de Vedação do Casco,need-to-have,29,0,26,,0
63,2024-03-03,FLT-21,Filtro de Névoa do Turboeixo,must-have,41,0,34,,0
63,2024-03-03,JNT-05,Junta de Vedação do Casco,need-to-have,26,0,17,,0
64,2024-03-04,FLT-21,Filtro de Névoa do Turboeixo,must-have,34,0,25,,70
64,2024-03-04,JNT-05,Junta de Vedação do Casco,need-to-have,17,0,14,,0
65,2024-03-05,FLT-21,Filtro de Névoa do Turboeixo,must-have,25,0,17,,0
65,2024-03-05,JNT-05,Junta de Vedação do Casco,need-to-have,14,0,9,,0
66,2024-03-06,FLT-21,Filtro de Névoa do Turboeixo,must-have,17,0,13,,0
66,2024-03-06,JNT-05,Junta de Vedação do Casco,need-to-have,9,0,3,,0
67,2024-03-07,FLT-21,Filtro de Névoa do Turboeixo,must-have,13,0,5,,0
67,2024-03-07,JNT-05,Junta de Vedação do Casco,need-to-have,3,0,0,,0
68,2024-03-08,FLT-21,Filtro de Névoa do Turboeixo,must-have,5,0,1,,0
68,2024-03-08,JNT-05,Junta de Vedação do Casco,need-to-have,0,0,0,,0
69,2024-03-09,FLT-21,Filtro de Névoa do Turboeixo,must-have,1,0,0,,0
69,2024-03-09,JNT-05,Junta de Vedação do Casco,need-to-have,0,0,0,,0
70,2024-03-10,FLT-21,Filtro de Névoa do Turboeixo,must-have,0,0,0,,0
70,2024-03-10,JNT-05,Junta de Vedação do Casco,need-to-have,0,60,53,JNT-05-PO005,0
71,2024-03-11,FLT-21,Filtro de Névoa do Turboeixo,must-have,0,0,0,,0
71,2024-03-11,JNT-05,Junta de Vedação do Casco,need-to-have,53,0,48,,0
72,2024-03-12,FLT-21,Filtro de Névoa do Turboeixo,must-have,0,0,0,,0
72,2024-03-12,JNT-05,Junta de Vedação do Casco,need-to-have,48,0,45,,0
73,2024-03-13,FLT-21,Filtro de Névoa do Turboeixo,must-have,0,0,0,,0
73,2024-03-13,JNT-05,Junta de Vedação do Casco,need-to-have,45,0,40,,59
74,2024-03-14,FLT-21,Filtro de Névoa do Turboeixo,must-have,0,0,0,,0
74,2024-03-14,JNT-05,Junta de Vedação do Casco,need-to-have,40,0,32,,0
75,2024-03-15,FLT-21,Filtro de Névoa do Turboeixo,must-have,0,70,64,FLT-21-PO006,0
75,2024-03-15,JNT-05,Junta de Vedação do Casco,need-to-have,32,0,28,,0
76,2024-03-16,FLT-21,Filtro de Névoa do Turboeixo,must-have,64,0,53,,0
76,2024-03-16,JNT-05,Junta de Vedação do Casco,need-to-have,28,0,24,,0
77,2024-03-17,FLT-21,Filtro de Névoa do Turboeixo,must-have,53,0,46,,0
77,2024-03-17,JNT-05,Junta de Vedação do Casco,need-to-have,24,0,20,,0
78,2024-03-18,FLT-21,Filtro de Névoa do Turboeixo,must-have,46,0,38,,0
78,2024-03-18,JNT-05,Junta de Vedação do Casco,need-to-have,20,0,13,,0
79,2024-03-19,FLT-21,Filtro de Névoa do Turboeixo,must-have,38,0,33,,0
79,2024-03-19,JNT-05,Junta de Vedação do Casco,need-to-have,13,0,10,,0
80,2024-03-20,FLT-21,Filtro de Névoa do Turboeixo,must-have,33,0,22,,67
80,2024-03-20,JNT-05,Junta de Vedação do Casco,need-to-have,10,59,66,JNT-05-PO006,0
81,2024-03-21,FLT-21,Filtro de Névoa do Turboeixo,must-have,22,0,17,,0
81,2024-03-21,JNT-05,Junta de Vedação do Casco,need-to-have,66,0,61,,0
82,2024-03-22,FLT-21,Filtro de Névoa do Turboeixo,must-have,17,0,11,,0
82,2024-03-22,JNT-05,Junta de Vedação do Casco,need-to-have,61,0,54,,0
83,2024-03-23,FLT-21,Filtro de Névoa do Turboeixo,must-have,11,0,3,,0
83,2024-03-23,JNT-05,Junta de Vedação do Casco,need-to-have,54,0,50,,0
84,2024-03-24,FLT-21,Filtro de Névoa do Turboeixo,must-have,3,0,0,,0
84,2024-03-24,JNT-05,Junta de Vedação do Casco,need-to-have,50,0,44,,0
85,2024-03-25,FLT-21,Filtro de Névoa do Turboeixo,must-have,0,0,0,,0
85,2024-03-25,JNT-05,Junta de Vedação do Casco,need-to-have,44,0,37,,58
86,2024-03-26,FLT-21,Filtro de Névoa do Turboeixo,must-have,0,0,0,,0
86,2024-03-26,JNT-05,Junta de Vedação do Casco,need-to-have,37,0,30,,0
87,2024-03-27,FLT-21,Filtro de Névoa do Turboeixo,must-have,0,0,0,,0
87,2024-03-27,JNT-05,Junta de Vedação do Casco,need-to-have,30,0,22,,0
88,2024-03-28,FLT-21,Filtro de Névoa do Turboeixo,must-have,0,60,50,FLT-21-PO007,0
88,2024-03-28,JNT-05,Junta de Vedação do Casco,need-to-have,22,0,16,,0
89,2024-03-29,FLT-21,Filtro de Névoa do Turboeixo,must-have,50,0,40,,0
89,2024-03-29,JNT-05,Junta de Vedação do Casco,need-to-have,16,0,11,,0
90,2024-03-30,FLT-21,Filtro de Névoa do Turboeixo,must-have,40,0,31,,68
90,2024-03-30,JNT-05,Junta de Vedação do Casco,need-to-have,11,0,3,,0
91,2024-03-31,FLT-21,Filtro de Névoa do Turboeixo,must-have,31,0,25,,0
91,2024-03-31,JNT-05,Junta de Vedação do Casco,need-to-have,3,0,0,,0
92,2024-04-01,FLT-21,Filtro de Névoa do Turboeixo,must-have,25,0,15,,0
92,2024-04-01,JNT-05,Junta de Vedação do Casco,need-to-have,0,0,0,,0
93,2024-04-02,FLT-21,Filtro de Névoa do Turboeixo,must-have,15,0,10,,0
93,2024-04-02,JNT-05,Junta de Vedação do Casco,need-to-have,0,0,0,,0
94,2024-04-03,FLT-21,Filtro de Névoa do Turboeixo,must-have,10,0,6,,0
94,2024-04-03,JNT-05,Junta de Vedação do Casco,need-to-have,0,0,0,,0
95,2024-04-04,FLT-21,Filtro de Névoa do Turboeixo,must-have,6,0,0,,0
95,2024-04-04,JNT-05,Junta de Vedação do Casco,need-to-have,0,58,52,JNT-05-PO007,0
96,2024-04-05,FLT-21,Filtro de Névoa do Turboeixo,must-have,0,0,0,,0
96,2024-04-05,JNT-05,Junta de Vedação do Casco,need-to-have,52,0,47,,0
97,2024-04-06,FLT-21,Filtro de Névoa do Turboeixo,must-have,0,0,0,,0
97,2024-04-06,JNT-05,Junta de Vedação do Casco,need-to-have,47,0,45,,0
98,2024-04-07,FLT-21,Filtro de Névoa do Turboeixo,must-have,0,0,0,,0
98,2024-04-07,JNT-05,Junta de Vedação do Casco,need-to-have,45,0,36,,62
99,2024-04-08,FLT-21,Filtro de Névoa do Turboeixo,must-have,0,68,64,FLT-21-PO008,0
99,2024-04-08,JNT-05,Junta de Vedação do Casco,need-to-have,36,0,32,,0
100,2024-04-09,FLT-21,Filtro de Névoa do Turboeixo,must-have,64,0,54,,0
100,2024-04-09,JNT-05,Junta de Vedação do Casco,need-to-have,32,0,26,,0
101,2024-04-10,FLT-21,Filtro de Névoa do Turboeixo,must-have,54,0,47,,0
101,2024-04-10,JNT-05,Junta de Vedação do Casco,need-to-have,26,0,21,,0
102,2024-04-11,FLT-21,Filtro de Névoa do Turboeixo,must-have,47,0,44,,0
102,2024-04-11,JNT-05,Junta de Vedação do Casco,need-to-have,21,0,20,,0
103,2024-04-12,FLT-21,Filtro de Névoa do Turboeixo,must-have,44,0,36,,0
103,2024-04-12,JNT-05,Junta de Vedação do Casco,need-to-have,20,0,15,,0
104,2024-04-13,FLT-21,Filtro de Névoa do Turboeixo,must-have,36,0,30,,67
104,2024-04-13,JNT-05,Junta de Vedação do Casco,need-to-have,15,0,9,,0
105,2024-04-14,FLT-21,Filtro de Névoa do Turboeixo,must-have,30,0,22,,0
105,2024-04-14,JNT-05,Junta de Vedação do Casco,need-to-have,9,0,2,,0
106,2024-04-15,FLT-21,Filtro de Névoa do Turboeixo,must-have,22,0,19,,0
106,2024-04-15,JNT-05,Junta de Vedação do Casco,need-to-have,2,0,0,,0
107,2024-04-16,FLT-21,Filtro de Névoa do Turboeixo,must-have,19,0,9,,0
107,2024-04-16,JNT-05,Junta de Vedação do Casco,need-to-have,0,0,0,,0
108,2024-04-17,FLT-21,Filtro de Névoa do Turboeixo,must-have,9,0,2,,0
108,2024-04-17,JNT-05,Junta de Vedação do Casco,need-to-have,0,62,60,JNT-05-PO008,0
109,2024-04-18,FLT-21,Filtro de Névoa do Turboeixo,must-have,2,0,0,,0
109,2024-04-18,JNT-05,Junta de Vedação do Casco,need-to-have,60,0,54,,0
110,2024-04-19,FLT-21,Filtro de Névoa do Turboeixo,must-have,0,67,61,FLT-21-PO009,0
110,2024-04-19,JNT-05,Junta de Vedação do Casco,need-to-have,54,0,49,,0
111,2024-04-20,FLT-21,Filtro de Névoa do Turboeixo,must-have,61,0,54,,0
111,2024-04-20,JNT-05,Junta de Vedação do Casco,need-to-have,49,0,44,,0
112,2024-04-21,FLT-21,Filtro de Névoa do Turboeixo,must-have,54,0,50,,0
112,2024-04-21,JNT-05,Junta de Vedação do Casco,need-to-have,44,0,39,,56
113,2024-04-22,FLT-21,Filtro de Névoa do Turboeixo,must-have,50,0,43,,0
113,2024-04-22,JNT-05,Junta de Vedação do Casco,need-to-have,39,0,36,,0
114,2024-04-23,FLT-21,Filtro de Névoa do Turboeixo,must-have,43,0,32,,66
114,2024-04-23,JNT-05,Junta de Vedação do Casco,need-to-have,36,0,33,,0
115,2024-04-24,FLT-21,Filtro de Névoa do Turboeixo,must-have,32,0,25,,0
115,2024-04-24,JNT-05,Junta de Vedação do Casco,need-to-have,33,0,32,,0
116,2024-04-25,FLT-21,Filtro de Névoa do Turboeixo,must-have,25,0,15,,0
116,2024-04-25,JNT-05,Junta de Vedação do Casco,need-to-have,32,0,30,,0
117,2024-04-26,FLT-21,Filtro de Névoa do Turboeixo,must-have,15,0,9,,0
117,2024-04-26,JNT-05,Junta de Vedação do Casco,need-to-have,30,0,21,,0
118,2024-04-27,FLT-21,Filtro de Névoa do Turboeixo,must-have,9,0,0,,0
118,2024-04-27,JNT-05,Junta de Vedação do Casco,need-to-have,21,0,18,,0
119,2024-04-28,FLT-21,Filtro de Névoa do Turboeixo,must-have,0,0,0,,0
119,2024-04-28,JNT-05,Junta de Vedação do Casco,need-to-have,18,0,12,,0
120,2024-04-29,FLT-21,Filtro de Névoa do Turboeixo,must-have,0,0,0,,0
120,2024-04-29,JNT-05,Junta de Vedação do Casco,need-to-have,12,0,7,,0
121,2024-04-30,FLT-21,Filtro de Névoa do Turboeixo,must-have,0,66,60,FLT-21-PO010,0
121,2024-04-30,JNT-05,Junta de Vedação do Casco,need-to-have,7,0,0,,0
122,2024-05-01,FLT-21,Filtro de Névoa do Turboeixo,must-have,60,0,51,,0
122,2024-05-01,JNT-05,Junta de Vedação do Casco,need-to-have,0,0,0,,0
123,2024-05-02,FLT-21,Filtro de Névoa do Turboeixo,must-have,51,0,43,,0
123,2024-05-02,JNT-05,Junta de Vedação do Casco,need-to-have,0,0,0,,0
124,2024-05-03,FLT-21,Filtro de Névoa do Turboeixo,must-have,43,0,41,,0
124,2024-05-03,JNT-05,Junta de Vedação do Casco,need-to-have,0,0,0,,0
125,2024-05-04,FLT-21,Filtro de Névoa do Turboeixo,must-have,41,0,33,,0
125,2024-05-04,JNT-05,Junta de Vedação do Casco,need-to-have,0,0,0,,0
126,2024-05-05,FLT-21,Filtro de Névoa do Turboeixo,must-have,33,0,26,,61
126,2024-05-05,JNT-05,Junta de Vedação do Casco,need-to-have,0,0,0,,0
127,2024-05-06,FLT-21,Filtro de Névoa do Turboeixo,must-have,26,0,20,,0
127,2024-05-06,JNT-05,Junta de Vedação do Casco,need-to-have,0,48,42,JNT-05-PO009,0
128,2024-05-07,FLT-21,Filtro de Névoa do Turboeixo,must-have,20,0,11,,0
128,2024-05-07,JNT-05,Junta de Vedação do Casco,need-to-have,42,0,39,,56
129,2024-05-08,FLT-21,Filtro de Névoa do Turboeixo,must-have,11,52,54,FLT-21-PO011,0
129,2024-05-08,JNT-05,Junta de Vedação do Casco,need-to-have,39,0,32,,0
130,2024-05-09,FLT-21,Filtro de Névoa do Turboeixo,must-have,54,0,47,,0
130,2024-05-09,JNT-05,Junta de Vedação do Casco,need-to-have,32,0,26,,0
131,2024-05-10,FLT-21,Filtro de Névoa do Turboeixo,must-have,47,0,39,,0
131,2024-05-10,JNT-05,Junta de Vedação do Casco,need-to-have,26,0,20,,0
132,2024-05-11,FLT-21,Filtro de Névoa do Turboeixo,must-have,39,0,32,,61
132,2024-05-11,JNT-05,Junta de Vedação do Casco,need-to-have,20,0,17,,0
133,2024-05-12,FLT-21,Filtro de Névoa do Turboeixo,must-have,32,0,24,,0
133,2024-05-12,JNT-05,Junta de Vedação do Casco,need-to-have,17,0,16,,0
134,2024-05-13,FLT-21,Filtro de Névoa do Turboeixo,must-have,24,0,16,,0
134,2024-05-13,JNT-05,Junta de Vedação do Casco,need-to-have,16,0,10,,0
135,2024-05-14,FLT-21,Filtro de Névoa do Turboeixo,must-have,16,0,11,,0
135,2024-05-14,JNT-05,Junta de Vedação do Casco,need-to-have,10,0,6,,0
136,2024-05-15,FLT-21,Filtro de Névoa do Turboeixo,must-have,11,0,5,,0
136,2024-05-15,JNT-05,Junta de Vedação do Casco,need-to-have,6,0,2,,0
137,2024-05-16,FLT-21,Filtro de Névoa do Turboeixo,must-have,5,0,1,,0
137,2024-05-16,JNT-05,Junta de Vedação do Casco,need-to-have,2,0,0,,0
138,2024-05-17,FLT-21,Filtro de Névoa do Turboeixo,must-have,1,0,0,,0
138,2024-05-17,JNT-05,Junta de Vedação do Casco,need-to-have,0,0,0,,0
139,2024-05-18,FLT-21,Filtro de Névoa do Turboeixo,must-have,0,0,0,,0
139,2024-05-18,JNT-05,Junta de Vedação do Casco,need-to-have,0,0,0,,0
140,2024-05-19,FLT-21,Filtro de Névoa do Turboeixo,must-have,0,0,0,,0
140,2024-05-19,JNT-05,Junta de Vedação do Casco,need-to-have,0,0,0,,0
141,2024-05-20,FLT-21,Filtro de Névoa do Turboeixo,must-have,0,0,0,,0
141,2024-05-20,JNT-05,Junta de Vedação do Casco,need-to-have,0,0,0,,0
142,2024-05-21,FLT-21,Filtro de Névoa do Turboeixo,must-have,0,61,54,FLT-21-PO012,0
142,2024-05-21,JNT-05,Junta de Vedação do Casco,need-to-have,0,0,0,,0
143,2024-05-22,FLT-21,Filtro de Névoa do Turboeixo,must-have,54,0,46,,0
143,2024-05-22,JNT-05,Junta de Vedação do Casco,need-to-have,0,0,0,,0
144,2024-05-23,FLT-21,Filtro de Névoa do Turboeixo,must-have,46,0,43,,0
144,2024-05-23,JNT-05,Junta de Vedação do Casco,need-to-have,0,0,0,,0
145,2024-05-24,FLT-21,Filtro de Névoa do Turboeixo,must-have,43,0,36,,0
145,2024-05-24,JNT-05,Junta de Vedação do Casco,need-to-have,0,56,51,JNT-05-PO010,0
146,2024-05-25,FLT-21,Filtro de Névoa do Turboeixo,must-have,36,0,28,,70
146,2024-05-25,JNT-05,Junta de Vedação do Casco,need-to-have,51,0,46,,0
147,2024-05-26,FLT-21,Filtro de Névoa do Turboeixo,must-have,28,0,22,,0
147,2024-05-26,JNT-05,Junta de Vedação do Casco,need-to-have,46,0,40,,62
148,2024-05-27,FLT-21,Filtro de Névoa do Turboeixo,must-have,22,0,15,,0
148,2024-05-27,JNT-05,Junta de Vedação do Casco,need-to-have,40,0,36,,0
149,2024-05-28,FLT-21,Filtro de Névoa do Turboeixo,must-have,15,0,11,,0
149,2024-05-28,JNT-05,Junta de Vedação do Casco,need-to-have,36,0,33,,0
150,2024-05-29,FLT-21,Filtro de Névoa do Turboeixo,must-have,11,0,4,,0
150,2024-05-29,JNT-05,Junta de Vedação do Casco,need-to-have,33,0,28,,0
151,2024-05-30,FLT-21,Filtro de Névoa do Turboeixo,must-have,4,0,0,,0
151,2024-05-30,JNT-05,Junta de Vedação do Casco,need-to-have,28,0,25,,0
152,2024-05-31,FLT-21,Filtro de Névoa do Turboeixo,must-have,0,0,0,,0
152,2024-05-31,JNT-05,Junta de Vedação do Casco,need-to-have,25,0,15,,0
153,2024-06-01,FLT-21,Filtro de Névoa do Turboeixo,must-have,0,0,0,,0
153,2024-06-01,JNT-05,Junta de Vedação do Casco,need-to-have,15,56,67,JNT-05-PO011,0
154,2024-06-02,FLT-21,Filtro de Névoa do Turboeixo,must-have,0,0,0,,0
154,2024-06-02,JNT-05,Junta de Vedação do Casco,need-to-have,67,0,59,,0
155,2024-06-03,FLT-21,Filtro de Névoa do Turboeixo,must-have,0,0,0,,0
155,2024-06-03,JNT-05,Junta de Vedação do Casco,need-to-have,59,0,55,,0
156,2024-06-04,FLT-21,Filtro de Névoa do Turboeixo,must-have,0,70,62,FLT-21-PO013,0
